GeoFips,GeoName,deno code,2018 employment by industry,2018 robot data,industry_ifr19,2010 employment by industry,2010employment by state
24000,Maryland,109,7544,363,metal_machinery,1140434.235,3585375.792
24000,Maryland,110,8723,1177,metal_products,781591.6691,3585375.792
24000,Maryland,111,8968,399,mineral,346305.5571,3585375.792
24000,Maryland,113,27648,52,paper,1453345.662,3585375.792
24000,Maryland,114,36927,4011,petrochemicals,1451592.993,3585375.792
24000,Maryland,116,16842107,174,services,86920501.63,3585375.792
24000,Maryland,117,32819,32,textiles,351605.6418,3585375.792
24000,Maryland,118,10612,33,utilities,797323.46,3585375.792
24000,Maryland,119,308950,188,vehicles_other,610364.6973,3585375.792
25000,Massachusetts,101,26823,23,agriculture,1080677.841,3961315.545
25000,Massachusetts,102,42984,37905,automotive,566138.6104,3961315.545
25000,Massachusetts,103,544886,125,construction,5359624.691,3961315.545
25000,Massachusetts,104,235795,11234,electronics,1495060.882,3961315.545
25000,Massachusetts,105,805889,2753,food,1483030.717,3961315.545
25000,Massachusetts,106,16059,55,furniture,710651.4812,3961315.545
25000,Massachusetts,107,557133,38737,manufacturing_other,245234.5955,3961315.545
25000,Massachusetts,108,2778,6606,metal_basic,643096.4444,3961315.545
25000,Massachusetts,109,17983,363,metal_machinery,1140434.235,3961315.545
25000,Massachusetts,110,32854,1177,metal_products,781591.6691,3961315.545
25000,Massachusetts,111,10581,399,mineral,346305.5571,3961315.545
25000,Massachusetts,113,71262,52,paper,1453345.662,3961315.545
25000,Massachusetts,114,48082,4011,petrochemicals,1451592.993,3961315.545
25000,Massachusetts,116,21691779,174,services,86920501.63,3961315.545
25000,Massachusetts,117,47681,32,textiles,351605.6418,3961315.545
25000,Massachusetts,118,12455,33,utilities,797323.46,3961315.545
25000,Massachusetts,119,345289,188,vehicles_other,610364.6973,3961315.545
26000,Michigan,101,122877,23,agriculture,1080677.841,5327281.96
26000,Michigan,102,254477,37905,automotive,566138.6104,5327281.96
26000,Michigan,103,598393,125,construction,5359624.691,5327281.96
26000,Michigan,104,174307,11234,electronics,1495060.882,5327281.96
26000,Michigan,105,950785,2753,food,1483030.717,5327281.96
26000,Michigan,106,38865,55,furniture,710651.4812,5327281.96
26000,Michigan,107,1387414,38737,manufacturing_other,245234.5955,5327281.96
26000,Michigan,108,23201,6606,metal_basic,643096.4444,5327281.96
26000,Michigan,109,77870,363,metal_machinery,1140434.235,5327281.96
26000,Michigan,110,84174,1177,metal_products,781591.6691,5327281.96
26000,Michigan,111,38453,399,mineral,346305.5571,5327281.96
26000,Michigan,113,58108,52,paper,1453345.662,5327281.96
26000,Michigan,114,73009,4011,petrochemicals,1451592.993,5327281.96
26000,Michigan,116,25035660,174,services,86920501.63,5327281.96
26000,Michigan,117,43914,32,textiles,351605.6418,5327281.96
26000,Michigan,118,20877,33,utilities,797323.46,5327281.96
26000,Michigan,119,374314,188,vehicles_other,610364.6973,5327281.96
27000,Minnesota,101,149278,23,agriculture,1080677.841,3543021.9
27000,Minnesota,102,39354,37905,automotive,566138.6104,3543021.9
27000,Minnesota,103,388760,125,construction,5359624.691,3543021.9
27000,Minnesota,104,156461,11234,electronics,1495060.882,3543021.9
27000,Minnesota,105,594027,2753,food,1483030.717,3543021.9
27000,Minnesota,106,20492,55,furniture,710651.4812,3543021.9
27000,Minnesota,107,724111,38737,manufacturing_other,245234.5955,3543021.9
27000,Minnesota,108,6284,6606,metal_basic,643096.4444,3543021.9
27000,Minnesota,109,34963,363,metal_machinery,1140434.235,3543021.9
27000,Minnesota,110,45148,1177,metal_products,781591.6691,3543021.9
27000,Minnesota,111,27233,399,mineral,346305.5571,3543021.9
27000,Minnesota,113,66135,52,paper,1453345.662,3543021.9
27000,Minnesota,114,34065,4011,petrochemicals,1451592.993,3543021.9
27000,Minnesota,116,16488593,174,services,86920501.63,3543021.9
27000,Minnesota,117,30093,32,textiles,351605.6418,3543021.9
27000,Minnesota,118,12992,33,utilities,797323.46,3543021.9
27000,Minnesota,119,281151,188,vehicles_other,610364.6973,3543021.9
28000,Mississippi,101,84392,23,agriculture,1080677.841,1578602.004
28000,Mississippi,102,21311,37905,automotive,566138.6104,1578602.004
28000,Mississippi,103,182418,125,construction,5359624.691,1578602.004
28000,Mississippi,104,37775,11234,electronics,1495060.882,1578602.004
28000,Mississippi,105,319180,2753,food,1483030.717,1578602.004
28000,Mississippi,106,22993,55,furniture,710651.4812,1578602.004
28000,Mississippi,107,311665,38737,manufacturing_other,245234.5955,1578602.004
28000,Mississippi,108,3978,6606,metal_basic,643096.4444,1578602.004
28000,Mississippi,109,12911,363,metal_machinery,1140434.235,1578602.004
28000,Mississippi,110,10609,1177,metal_products,781591.6691,1578602.004
28000,Mississippi,111,24826,399,mineral,346305.5571,1578602.004
28000,Mississippi,113,18213,52,paper,1453345.662,1578602.004
28000,Mississippi,114,18101,4011,petrochemicals,1451592.993,1578602.004
28000,Mississippi,116,6964333,174,services,86920501.63,1578602.004
28000,Mississippi,117,16797,32,textiles,351605.6418,1578602.004
28000,Mississippi,118,8300,33,utilities,797323.46,1578602.004
28000,Mississippi,119,135080,188,vehicles_other,610364.6973,1578602.004
29000,Missouri,101,197016,23,agriculture,1080677.841,3593356.2
29000,Missouri,102,73028,37905,automotive,566138.6104,3593356.2
29000,Missouri,103,419680,125,construction,5359624.691,3593356.2
29000,Missouri,104,132799,11234,electronics,1495060.882,3593356.2
29000,Missouri,105,664020,2753,food,1483030.717,3593356.2
29000,Missouri,106,17300,55,furniture,710651.4812,3593356.2
29000,Missouri,107,604099,38737,manufacturing_other,245234.5955,3593356.2
29000,Missouri,108,7006,6606,metal_basic,643096.4444,3593356.2
29000,Missouri,109,28159,363,metal_machinery,1140434.235,3593356.2
29000,Missouri,110,32132,1177,metal_products,781591.6691,3593356.2
29000,Missouri,111,23745,399,mineral,346305.5571,3593356.2
