GeoFips,GeoName,deno code,2015employment by industry,2015 robot data,industry_ifr19,2010 employment by industry,2010employment
29000,Missouri,113,40616,66,paper,1453345.662,3593356.2
29000,Missouri,114,42622,2425,petrochemicals,1451592.993,3593356.2
29000,Missouri,116,15892143,133,services,86920501.63,3593356.2
29000,Missouri,117,30850,36,textiles,351605.6418,3593356.2
29000,Missouri,118,12429,0,utilities,797323.46,3593356.2
29000,Missouri,119,221275,128,vehicles_other,610364.6973,3593356.2
30000,Montana,101,61446,18,agriculture,1080677.841,593649
30000,Montana,102,9359,28955,automotive,566138.6104,593649
30000,Montana,103,95693,12,construction,5359624.691,593649
30000,Montana,104,16653,12487,electronics,1495060.882,593649
30000,Montana,105,127762,1094,food,1483030.717,593649
30000,Montana,106,3332,34,furniture,710651.4812,593649
30000,Montana,107,51407,29645,manufacturing_other,245234.5955,593649
30000,Montana,108,225,5107,metal_basic,643096.4444,593649
30000,Montana,109,1224,333,metal_machinery,1140434.235,593649
30000,Montana,110,3003,634,metal_products,781591.6691,593649
30000,Montana,111,28801,268,mineral,346305.5571,593649
30000,Montana,113,6585,66,paper,1453345.662,593649
30000,Montana,114,4067,2425,petrochemicals,1451592.993,593649
30000,Montana,116,2858350,133,services,86920501.63,593649
30000,Montana,117,3957,36,textiles,351605.6418,593649
30000,Montana,118,3238,0,utilities,797323.46,593649
30000,Montana,119,35290,128,vehicles_other,610364.6973,593649
31000,Nebraska,101,107354,18,agriculture,1080677.841,1236432.857
31000,Nebraska,102,15454,28955,automotive,566138.6104,1236432.857
31000,Nebraska,103,154203,12,construction,5359624.691,1236432.857
31000,Nebraska,104,43198,12487,electronics,1495060.882,1236432.857
31000,Nebraska,105,218195,1094,food,1483030.717,1236432.857
31000,Nebraska,106,4352,34,furniture,710651.4812,1236432.857
31000,Nebraska,107,212403,29645,manufacturing_other,245234.5955,1236432.857
31000,Nebraska,108,1334,5107,metal_basic,643096.4444,1236432.857
31000,Nebraska,109,10118,333,metal_machinery,1140434.235,1236432.857
31000,Nebraska,110,9148,634,metal_products,781591.6691,1236432.857
31000,Nebraska,111,10570,268,mineral,346305.5571,1236432.857
31000,Nebraska,113,12914,66,paper,1453345.662,1236432.857
31000,Nebraska,114,13897,2425,petrochemicals,1451592.993,1236432.857
31000,Nebraska,116,5556788,133,services,86920501.63,1236432.857
31000,Nebraska,117,9138,36,textiles,351605.6418,1236432.857
31000,Nebraska,118,1310,0,utilities,797323.46,1236432.857
31000,Nebraska,119,128351,128,vehicles_other,610364.6973,1236432.857
32000,Nevada,101,10108,18,agriculture,1080677.841,1539314.07
32000,Nevada,102,17693,28955,automotive,566138.6104,1539314.07
32000,Nevada,103,181615,12,construction,5359624.691,1539314.07
32000,Nevada,104,43909,12487,electronics,1495060.882,1539314.07
32000,Nevada,105,675679,1094,food,1483030.717,1539314.07
32000,Nevada,106,6053,34,furniture,710651.4812,1539314.07
32000,Nevada,107,107124,29645,manufacturing_other,245234.5955,1539314.07
32000,Nevada,108,1478,5107,metal_basic,643096.4444,1539314.07
32000,Nevada,109,2010,333,metal_machinery,1140434.235,1539314.07
32000,Nevada,110,5855,634,metal_products,781591.6691,1539314.07
32000,Nevada,111,43096,268,mineral,346305.5571,1539314.07
32000,Nevada,113,9276,66,paper,1453345.662,1539314.07
32000,Nevada,114,12712,2425,petrochemicals,1451592.993,1539314.07
32000,Nevada,116,7220724,133,services,86920501.63,1539314.07
32000,Nevada,117,24504,36,textiles,351605.6418,1539314.07
32000,Nevada,118,4271,0,utilities,797323.46,1539314.07
32000,Nevada,119,137615,128,vehicles_other,610364.6973,1539314.07
33000,New Hampshire,101,11441,18,agriculture,1080677.841,866237.26
33000,New Hampshire,102,13543,28955,automotive,566138.6104,866237.26
33000,New Hampshire,103,110539,12,construction,5359624.691,866237.26
33000,New Hampshire,104,46625,12487,electronics,1495060.882,866237.26
33000,New Hampshire,105,150976,1094,food,1483030.717,866237.26
33000,New Hampshire,106,4059,34,furniture,710651.4812,866237.26
33000,New Hampshire,107,155576,29645,manufacturing_other,245234.5955,866237.26
33000,New Hampshire,108,2412,5107,metal_basic,643096.4444,866237.26
33000,New Hampshire,109,7373,333,metal_machinery,1140434.235,866237.26
33000,New Hampshire,110,12018,634,metal_products,781591.6691,866237.26
33000,New Hampshire,111,5242,268,mineral,346305.5571,866237.26
33000,New Hampshire,113,11692,66,paper,1453345.662,866237.26
33000,New Hampshire,114,7105,2425,petrochemicals,1451592.993,866237.26
33000,New Hampshire,116,3814467,133,services,86920501.63,866237.26
33000,New Hampshire,117,10746,36,textiles,351605.6418,866237.26
33000,New Hampshire,118,2386,0,utilities,797323.46,866237.26
33000,New Hampshire,119,34111,128,vehicles_other,610364.6973,866237.26
34000,New Jersey,101,32862,18,agriculture,1080677.841,5257552.612
34000,New Jersey,102,53057,28955,automotive,566138.6104,5257552.612
34000,New Jersey,103,511822,12,construction,5359624.691,5257552.612
34000,New Jersey,104,208543,12487,electronics,1495060.882,5257552.612
34000,New Jersey,105,816735,1094,food,1483030.717,5257552.612
34000,New Jersey,106,22625,34,furniture,710651.4812,5257552.612
34000,New Jersey,107,546760,29645,manufacturing_other,245234.5955,5257552.612
34000,New Jersey,108,4674,5107,metal_basic,643096.4444,5257552.612
34000,New Jersey,109,14790,333,metal_machinery,1140434.235,5257552.612
34000,New Jersey,110,21176,634,metal_products,781591.6691,5257552.612
34000,New Jersey,111,19058,268,mineral,346305.5571,5257552.612
34000,New Jersey,113,53504,66,paper,1453345.662,5257552.612
34000,New Jersey,114,85380,2425,petrochemicals,1451592.993,5257552.612
34000,New Jersey,116,23997140,133,services,86920501.63,5257552.612
34000,New Jersey,117,71491,36,textiles,351605.6418,5257552.612
34000,New Jersey,118,15805,0,utilities,797323.46,5257552.612
34000,New Jersey,119,397492,128,vehicles_other,610364.6973,5257552.612
35000,New Mexico,101,55340,18,agriculture,1080677.841,1171672.851
35000,New Mexico,102,14359,28955,automotive,566138.6104,1171672.851
35000,New Mexico,103,127349,12,construction,5359624.691,1171672.851
35000,New Mexico,104,37873,12487,electronics,1495060.882,1171672.851
35000,New Mexico,105,203088,1094,food,1483030.717,1171672.851
35000,New Mexico,106,3299,34,furniture,710651.4812,1171672.851
35000,New Mexico,107,73311,29645,manufacturing_other,245234.5955,1171672.851
35000,New Mexico,108,474,5107,metal_basic,643096.4444,1171672.851
35000,New Mexico,109,1276,333,metal_machinery,1140434.235,1171672.851
35000,New Mexico,110,3555,634,metal_products,781591.6691,1171672.851
35000,New Mexico,111,75786,268,mineral,346305.5571,1171672.851
35000,New Mexico,113,5861,66,paper,1453345.662,1171672.851
35000,New Mexico,114,7681,2425,petrochemicals,1451592.993,1171672.851
35000,New Mexico,116,4779301,133,services,86920501.63,1171672.851
35000,New Mexico,117,8287,36,textiles,351605.6418,1171672.851
35000,New Mexico,118,4606,0,utilities,797323.46,1171672.851
35000,New Mexico,119,49734,128,vehicles_other,610364.6973,1171672.851
36000,New York,101,100082,18,agriculture,1080677.841,11064896.24
36000,New York,102,88555,28955,automotive,566138.6104,11064896.24
36000,New York,103,1105303,12,construction,5359624.691,11064896.24
36000,New York,104,652805,12487,electronics,1495060.882,11064896.24
36000,New York,105,1904945,1094,food,1483030.717,11064896.24
36000,New York,106,46816,34,furniture,710651.4812,11064896.24
36000,New York,107,1041300,29645,manufacturing_other,245234.5955,11064896.24
36000,New York,108,10670,5107,metal_basic,643096.4444,11064896.24
36000,New York,109,43387,333,metal_machinery,1140434.235,11064896.24
36000,New York,110,53353,634,metal_products,781591.6691,11064896.24
36000,New York,111,48668,268,mineral,346305.5571,11064896.24
36000,New York,113,128498,66,paper,1453345.662,11064896.24
36000,New York,114,137283,2425,petrochemicals,1451592.993,11064896.24
36000,New York,116,54865529,133,services,86920501.63,11064896.24
36000,New York,117,176072,36,textiles,351605.6418,11064896.24
36000,New York,118,41637,0,utilities,797323.46,11064896.24
36000,New York,119,772538,128,vehicles_other,610364.6973,11064896.24
37000,North Carolina,101,133861,18,agriculture,1080677.841,5349405.963
37000,North Carolina,102,100789,28955,automotive,566138.6104,5349405.963
37000,North Carolina,103,666656,12,construction,5359624.691,5349405.963
37000,North Carolina,104,225600,12487,electronics,1495060.882,5349405.963
37000,North Carolina,105,1005674,1094,food,1483030.717,5349405.963
37000,North Carolina,106,55350,34,furniture,710651.4812,5349405.963
37000,North Carolina,107,1020379,29645,manufacturing_other,245234.5955,5349405.963
37000,North Carolina,108,8285,5107,metal_basic,643096.4444,5349405.963
37000,North Carolina,109,33698,333,metal_machinery,1140434.235,5349405.963
37000,North Carolina,110,38852,634,metal_products,781591.6691,5349405.963
37000,North Carolina,111,32649,268,mineral,346305.5571,5349405.963
37000,North Carolina,113,74364,66,paper,1453345.662,5349405.963
37000,North Carolina,114,83605,2425,petrochemicals,1451592.993,5349405.963
37000,North Carolina,116,25028365,133,services,86920501.63,5349405.963
37000,North Carolina,117,90618,36,textiles,351605.6418,5349405.963
37000,North Carolina,118,15472,0,utilities,797323.46,5349405.963
37000,North Carolina,119,302673,128,vehicles_other,610364.6973,5349405.963
38000,North Dakota,101,58763,18,agriculture,1080677.841,469468.518
38000,North Dakota,102,7769,28955,automotive,566138.6104,469468.518
38000,North Dakota,103,93414,12,construction,5359624.691,469468.518
38000,North Dakota,104,15451,12487,electronics,1495060.882,469468.518
38000,North Dakota,105,90859,1094,food,1483030.717,469468.518
38000,North Dakota,106,2588,34,furniture,710651.4812,469468.518
38000,North Dakota,107,56449,29645,manufacturing_other,245234.5955,469468.518
38000,North Dakota,109,5837,333,metal_machinery,1140434.235,469468.518
38000,North Dakota,110,2264,634,metal_products,781591.6691,469468.518
38000,North Dakota,111,62413,268,mineral,346305.5571,469468.518
38000,North Dakota,113,5851,66,paper,1453345.662,469468.518
38000,North Dakota,114,3500,2425,petrochemicals,1451592.993,469468.518
38000,North Dakota,116,2484537,133,services,86920501.63,469468.518
38000,North Dakota,117,3912,36,textiles,351605.6418,469468.518
38000,North Dakota,118,3949,0,utilities,797323.46,469468.518
38000,North Dakota,119,50701,128,vehicles_other,610364.6973,469468.518
39000,Ohio,101,172960,18,agriculture,1080677.841,6921902.4
39000,Ohio,102,189800,28955,automotive,566138.6104,6921902.4
39000,Ohio,103,694647,12,construction,5359624.691,6921902.4
39000,Ohio,104,213677,12487,electronics,1495060.882,6921902.4
39000,Ohio,105,1165459,1094,food,1483030.717,6921902.4
39000,Ohio,106,31850,34,furniture,710651.4812,6921902.4
39000,Ohio,107,1518250,29645,manufacturing_other,245234.5955,6921902.4
39000,Ohio,108,39049,5107,metal_basic,643096.4444,6921902.4
39000,Ohio,109,81475,333,metal_machinery,1140434.235,6921902.4
39000,Ohio,110,107079,634,metal_products,781591.6691,6921902.4
39000,Ohio,111,99738,268,mineral,346305.5571,6921902.4
39000,Ohio,113,86642,66,paper,1453345.662,6921902.4
39000,Ohio,114,87047,2425,petrochemicals,1451592.993,6921902.4
39000,Ohio,116,29935303,133,services,86920501.63,6921902.4
39000,Ohio,117,54170,36,textiles,351605.6418,6921902.4
39000,Ohio,118,20320,0,utilities,797323.46,6921902.4
39000,Ohio,119,459388,128,vehicles_other,610364.6973,6921902.4
40000,Oklahoma,101,158015,18,agriculture,1080677.841,2250810.6
40000,Oklahoma,102,29986,28955,automotive,566138.6104,2250810.6
40000,Oklahoma,103,270065,12,construction,5359624.691,2250810.6
40000,Oklahoma,104,60384,12487,electronics,1495060.882,2250810.6
40000,Oklahoma,105,363382,1094,food,1483030.717,2250810.6
40000,Oklahoma,106,8430,34,furniture,710651.4812,2250810.6
40000,Oklahoma,107,314185,29645,manufacturing_other,245234.5955,2250810.6
40000,Oklahoma,108,4046,5107,metal_basic,643096.4444,2250810.6
40000,Oklahoma,109,31155,333,metal_machinery,1140434.235,2250810.6
40000,Oklahoma,110,26130,634,metal_products,781591.6691,2250810.6
40000,Oklahoma,111,279920,268,mineral,346305.5571,2250810.6
40000,Oklahoma,113,15008,66,paper,1453345.662,2250810.6
40000,Oklahoma,114,18183,2425,petrochemicals,1451592.993,2250810.6
40000,Oklahoma,116,9841747,133,services,86920501.63,2250810.6
40000,Oklahoma,117,16768,36,textiles,351605.6418,2250810.6
40000,Oklahoma,118,12507,0,utilities,797323.46,2250810.6
40000,Oklahoma,119,130431,128,vehicles_other,610364.6973,2250810.6
41000,Oregon,101,125895,18,agriculture,1080677.841,2298644.4
41000,Oregon,102,27040,28955,automotive,566138.6104,2298644.4
41000,Oregon,103,248410,12,construction,5359624.691,2298644.4
41000,Oregon,104,113073,12487,electronics,1495060.882,2298644.4
41000,Oregon,105,447263,1094,food,1483030.717,2298644.4
41000,Oregon,106,13558,34,furniture,710651.4812,2298644.4
41000,Oregon,107,421996,29645,manufacturing_other,245234.5955,2298644.4
41000,Oregon,108,8573,5107,metal_basic,643096.4444,2298644.4
41000,Oregon,109,13327,333,metal_machinery,1140434.235,2298644.4
41000,Oregon,110,17535,634,metal_products,781591.6691,2298644.4
41000,Oregon,111,15214,268,mineral,346305.5571,2298644.4
41000,Oregon,113,52185,66,paper,1453345.662,2298644.4
41000,Oregon,114,15187,2425,petrochemicals,1451592.993,2298644.4
41000,Oregon,116,10393780,133,services,86920501.63,2298644.4
41000,Oregon,117,22825,36,textiles,351605.6418,2298644.4
41000,Oregon,118,4866,0,utilities,797323.46,2298644.4
41000,Oregon,119,136241,128,vehicles_other,610364.6973,2298644.4
42000,Pennsylvania,101,143404,18,agriculture,1080677.841,7621427.4
42000,Pennsylvania,102,103681,28955,automotive,566138.6104,7621427.4
42000,Pennsylvania,103,790434,12,construction,5359624.691,7621427.4
42000,Pennsylvania,104,249876,12487,electronics,1495060.882,7621427.4
42000,Pennsylvania,105,1209214,1094,food,1483030.717,7621427.4
42000,Pennsylvania,106,35559,34,furniture,710651.4812,7621427.4
42000,Pennsylvania,107,1269125,29645,manufacturing_other,245234.5955,7621427.4
42000,Pennsylvania,108,37934,5107,metal_basic,643096.4444,7621427.4
42000,Pennsylvania,109,49347,333,metal_machinery,1140434.235,7621427.4
42000,Pennsylvania,110,84739,634,metal_products,781591.6691,7621427.4
42000,Pennsylvania,111,134367,268,mineral,346305.5571,7621427.4
42000,Pennsylvania,113,105243,66,paper,1453345.662,7621427.4
42000,Pennsylvania,114,92239,2425,petrochemicals,1451592.993,7621427.4
42000,Pennsylvania,116,33002806,133,services,86920501.63,7621427.4
42000,Pennsylvania,117,70016,36,textiles,351605.6418,7621427.4
42000,Pennsylvania,118,26118,0,utilities,797323.46,7621427.4
42000,Pennsylvania,119,612145,128,vehicles_other,610364.6973,7621427.4
44000,Rhode Island,101,3946,18,agriculture,1080677.841,633645.334
44000,Rhode Island,102,6260,28955,automotive,566138.6104,633645.334
44000,Rhode Island,103,62126,12,construction,5359624.691,633645.334
44000,Rhode Island,104,22718,12487,electronics,1495060.882,633645.334
44000,Rhode Island,105,117018,1094,food,1483030.717,633645.334
44000,Rhode Island,106,2735,34,furniture,710651.4812,633645.334
44000,Rhode Island,107,95858,29645,manufacturing_other,245234.5955,633645.334
44000,Rhode Island,109,1970,333,metal_machinery,1140434.235,633645.334
44000,Rhode Island,110,5601,634,metal_products,781591.6691,633645.334
44000,Rhode Island,111,1100,268,mineral,346305.5571,633645.334
44000,Rhode Island,113,6130,66,paper,1453345.662,633645.334
44000,Rhode Island,114,8363,2425,petrochemicals,1451592.993,633645.334
44000,Rhode Island,116,2786055,133,services,86920501.63,633645.334
44000,Rhode Island,117,7835,36,textiles,351605.6418,633645.334
44000,Rhode Island,118,1387,0,utilities,797323.46,633645.334
44000,Rhode Island,119,32975,128,vehicles_other,610364.6973,633645.334
45000,South Carolina,101,61311,18,agriculture,1080677.841,2520823.38
45000,South Carolina,102,61467,28955,automotive,566138.6104,2520823.38
45000,South Carolina,103,295666,12,construction,5359624.691,2520823.38
45000,South Carolina,104,84995,12487,electronics,1495060.882,2520823.38
45000,South Carolina,105,520613,1094,food,1483030.717,2520823.38
45000,South Carolina,106,10796,34,furniture,710651.4812,2520823.38
45000,South Carolina,107,520530,29645,manufacturing_other,245234.5955,2520823.38
45000,South Carolina,108,6061,5107,metal_basic,643096.4444,2520823.38
45000,South Carolina,109,21760,333,metal_machinery,1140434.235,2520823.38
45000,South Carolina,110,29161,634,metal_products,781591.6691,2520823.38
45000,South Carolina,111,16005,268,mineral,346305.5571,2520823.38
45000,South Carolina,113,34794,66,paper,1453345.662,2520823.38
45000,South Carolina,114,38784,2425,petrochemicals,1451592.993,2520823.38
45000,South Carolina,116,11563672,133,services,86920501.63,2520823.38
45000,South Carolina,117,44408,36,textiles,351605.6418,2520823.38
45000,South Carolina,118,12800,0,utilities,797323.46,2520823.38
45000,South Carolina,119,166093,128,vehicles_other,610364.6973,2520823.38
46000,South Dakota,101,64002,18,agriculture,1080677.841,550385.68
46000,South Dakota,102,8543,28955,automotive,566138.6104,550385.68
46000,South Dakota,103,73826,12,construction,5359624.691,550385.68
46000,South Dakota,104,16393,12487,electronics,1495060.882,550385.68
46000,South Dakota,105,106343,1094,food,1483030.717,550385.68
46000,South Dakota,106,4290,34,furniture,710651.4812,550385.68
46000,South Dakota,107,96565,29645,manufacturing_other,245234.5955,550385.68
46000,South Dakota,108,709,5107,metal_basic,643096.4444,550385.68
46000,South Dakota,109,7207,333,metal_machinery,1140434.235,550385.68
46000,South Dakota,110,4432,634,metal_products,781591.6691,550385.68
46000,South Dakota,111,7445,268,mineral,346305.5571,550385.68
46000,South Dakota,113,6373,66,paper,1453345.662,550385.68
46000,South Dakota,114,3805,2425,petrochemicals,1451592.993,550385.68
46000,South Dakota,116,2529617,133,services,86920501.63,550385.68
46000,South Dakota,117,3794,36,textiles,351605.6418,550385.68
46000,South Dakota,118,2104,0,utilities,797323.46,550385.68
46000,South Dakota,119,32033,128,vehicles_other,610364.6973,550385.68
47000,Tennessee,101,151410,18,agriculture,1080677.841,3566511.01
47000,Tennessee,102,111672,28955,automotive,566138.6104,3566511.01
47000,Tennessee,103,432787,12,construction,5359624.691,3566511.01
47000,Tennessee,104,134980,12487,electronics,1495060.882,3566511.01
47000,Tennessee,105,692472,1094,food,1483030.717,3566511.01
47000,Tennessee,106,20894,34,furniture,710651.4812,3566511.01
47000,Tennessee,107,735761,29645,manufacturing_other,245234.5955,3566511.01
47000,Tennessee,108,10520,5107,metal_basic,643096.4444,3566511.01
47000,Tennessee,109,26081,333,metal_machinery,1140434.235,3566511.01
47000,Tennessee,110,36524,634,metal_products,781591.6691,3566511.01
47000,Tennessee,111,32769,268,mineral,346305.5571,3566511.01
47000,Tennessee,113,50343,66,paper,1453345.662,3566511.01
47000,Tennessee,114,54371,2425,petrochemicals,1451592.993,3566511.01
47000,Tennessee,116,16829028,133,services,86920501.63,3566511.01
47000,Tennessee,117,41633,36,textiles,351605.6418,3566511.01
47000,Tennessee,118,3931,0,utilities,797323.46,3566511.01
47000,Tennessee,119,328258,128,vehicles_other,610364.6973,3566511.01
48000,Texas,101,558707,18,agriculture,1080677.841,15213064.41
48000,Texas,102,245221,28955,automotive,566138.6104,15213064.41
48000,Texas,103,2242419,12,construction,5359624.691,15213064.41
48000,Texas,104,609711,12487,electronics,1495060.882,15213064.41
48000,Texas,105,2787444,1094,food,1483030.717,15213064.41
48000,Texas,106,73530,34,furniture,710651.4812,15213064.41
48000,Texas,107,2009778,29645,manufacturing_other,245234.5955,15213064.41
48000,Texas,108,22851,5107,metal_basic,643096.4444,15213064.41
48000,Texas,109,111259,333,metal_machinery,1140434.235,15213064.41
48000,Texas,110,143237,634,metal_products,781591.6691,15213064.41
48000,Texas,111,1106494,268,mineral,346305.5571,15213064.41
48000,Texas,113,122604,66,paper,1453345.662,15213064.41
48000,Texas,114,178348,2425,petrochemicals,1451592.993,15213064.41
48000,Texas,116,71869106,133,services,86920501.63,15213064.41
48000,Texas,117,163784,36,textiles,351605.6418,15213064.41
48000,Texas,118,56240,0,utilities,797323.46,15213064.41
48000,Texas,119,1280156,128,vehicles_other,610364.6973,15213064.41
49000,Utah,101,39404,18,agriculture,1080677.841,1738483.665
49000,Utah,102,28240,28955,automotive,566138.6104,1738483.665
49000,Utah,103,233470,12,construction,5359624.691,1738483.665
49000,Utah,104,87529,12487,electronics,1495060.882,1738483.665
49000,Utah,105,283214,1094,food,1483030.717,1738483.665
49000,Utah,106,12168,34,furniture,710651.4812,1738483.665
49000,Utah,107,292650,29645,manufacturing_other,245234.5955,1738483.665
49000,Utah,108,4310,5107,metal_basic,643096.4444,1738483.665
49000,Utah,109,6250,333,metal_machinery,1140434.235,1738483.665
49000,Utah,110,14634,634,metal_products,781591.6691,1738483.665
49000,Utah,111,37296,268,mineral,346305.5571,1738483.665
49000,Utah,113,24045,66,paper,1453345.662,1738483.665
49000,Utah,114,19287,2425,petrochemicals,1451592.993,1738483.665
49000,Utah,116,8257430,133,services,86920501.63,1738483.665
49000,Utah,117,16583,36,textiles,351605.6418,1738483.665
49000,Utah,118,4285,0,utilities,797323.46,1738483.665
49000,Utah,119,125839,128,vehicles_other,610364.6973,1738483.665
50000,Vermont,101,19879,18,agriculture,1080677.841,414866.283
50000,Vermont,102,5564,28955,automotive,566138.6104,414866.283
50000,Vermont,103,61053,12,construction,5359624.691,414866.283
50000,Vermont,104,16727,12487,electronics,1495060.882,414866.283
50000,Vermont,105,88303,1094,food,1483030.717,414866.283
50000,Vermont,106,2787,34,furniture,710651.4812,414866.283
50000,Vermont,107,73106,29645,manufacturing_other,245234.5955,414866.283
50000,Vermont,109,3038,333,metal_machinery,1140434.235,414866.283
50000,Vermont,110,2344,634,metal_products,781591.6691,414866.283
50000,Vermont,111,3476,268,mineral,346305.5571,414866.283
50000,Vermont,113,6470,66,paper,1453345.662,414866.283
50000,Vermont,114,3756,2425,petrochemicals,1451592.993,414866.283
50000,Vermont,116,1885637,133,services,86920501.63,414866.283
50000,Vermont,117,3516,36,textiles,351605.6418,414866.283
50000,Vermont,118,1741,0,utilities,797323.46,414866.283
50000,Vermont,119,18812,128,vehicles_other,610364.6973,414866.283
51000,Virginia,101,105124,18,agriculture,1080677.841,5128656.384
51000,Virginia,102,58020,28955,automotive,566138.6104,5128656.384
51000,Virginia,103,578939,12,construction,5359624.691,5128656.384
51000,Virginia,104,182683,12487,electronics,1495060.882,5128656.384
51000,Virginia,105,831336,1094,food,1483030.717,5128656.384
51000,Virginia,106,25304,34,furniture,710651.4812,5128656.384
51000,Virginia,107,520983,29645,manufacturing_other,245234.5955,5128656.384
51000,Virginia,108,3846,5107,metal_basic,643096.4444,5128656.384
51000,Virginia,109,16124,333,metal_machinery,1140434.235,5128656.384
51000,Virginia,110,19132,634,metal_products,781591.6691,5128656.384
51000,Virginia,111,36888,268,mineral,346305.5571,5128656.384
51000,Virginia,113,53449,66,paper,1453345.662,5128656.384
51000,Virginia,114,43851,2425,petrochemicals,1451592.993,5128656.384
51000,Virginia,116,22296358,133,services,86920501.63,5128656.384
51000,Virginia,117,47610,36,textiles,351605.6418,5128656.384
51000,Virginia,118,11576,0,utilities,797323.46,5128656.384
51000,Virginia,119,287604,128,vehicles_other,610364.6973,5128656.384
53000,Washington,101,158630,18,agriculture,1080677.841,4088520.32
53000,Washington,102,44500,28955,automotive,566138.6104,4088520.32
53000,Washington,103,485411,12,construction,5359624.691,4088520.32
53000,Washington,104,221917,12487,electronics,1495060.882,4088520.32
53000,Washington,105,684406,1094,food,1483030.717,4088520.32
53000,Washington,106,18475,34,furniture,710651.4812,4088520.32
53000,Washington,107,650490,29645,manufacturing_other,245234.5955,4088520.32
53000,Washington,108,5828,5107,metal_basic,643096.4444,4088520.32
53000,Washington,109,16854,333,metal_machinery,1140434.235,4088520.32
53000,Washington,110,21979,634,metal_products,781591.6691,4088520.32
53000,Washington,111,28474,268,mineral,346305.5571,4088520.32
53000,Washington,113,96381,66,paper,1453345.662,4088520.32
53000,Washington,114,28570,2425,petrochemicals,1451592.993,4088520.32
53000,Washington,116,18246554,133,services,86920501.63,4088520.32
53000,Washington,117,32807,36,textiles,351605.6418,4088520.32
53000,Washington,118,5465,0,utilities,797323.46,4088520.32
53000,Washington,119,249765,128,vehicles_other,610364.6973,4088520.32
54000,West Virginia,101,47275,18,agriculture,1080677.841,904261.072
54000,West Virginia,102,13410,28955,automotive,566138.6104,904261.072
54000,West Virginia,103,99458,12,construction,5359624.691,904261.072
54000,West Virginia,104,22244,12487,electronics,1495060.882,904261.072
54000,West Virginia,105,159642,1094,food,1483030.717,904261.072
54000,West Virginia,106,3331,34,furniture,710651.4812,904261.072
54000,West Virginia,107,106370,29645,manufacturing_other,245234.5955,904261.072
54000,West Virginia,108,4487,5107,metal_basic,643096.4444,904261.072
54000,West Virginia,109,2283,333,metal_machinery,1140434.235,904261.072
54000,West Virginia,110,5386,634,metal_products,781591.6691,904261.072
54000,West Virginia,111,82482,268,mineral,346305.5571,904261.072
54000,West Virginia,113,11095,66,paper,1453345.662,904261.072
54000,West Virginia,114,16992,2425,petrochemicals,1451592.993,904261.072
54000,West Virginia,116,3905269,133,services,86920501.63,904261.072
54000,West Virginia,117,5918,36,textiles,351605.6418,904261.072
54000,West Virginia,118,5213,0,utilities,797323.46,904261.072
54000,West Virginia,119,52619,128,vehicles_other,610364.6973,904261.072
55000,Wisconsin,101,162159,18,agriculture,1080677.841,3594175.152
55000,Wisconsin,102,60168,28955,automotive,566138.6104,3594175.152
55000,Wisconsin,103,365971,12,construction,5359624.691,3594175.152
55000,Wisconsin,104,142217,12487,electronics,1495060.882,3594175.152
55000,Wisconsin,105,636307,1094,food,1483030.717,3594175.152
55000,Wisconsin,106,24610,34,furniture,710651.4812,3594175.152
55000,Wisconsin,107,1017952,29645,manufacturing_other,245234.5955,3594175.152
55000,Wisconsin,108,17105,5107,metal_basic,643096.4444,3594175.152
55000,Wisconsin,109,69062,333,metal_machinery,1140434.235,3594175.152
55000,Wisconsin,110,76597,634,metal_products,781591.6691,3594175.152
55000,Wisconsin,111,21862,268,mineral,346305.5571,3594175.152
55000,Wisconsin,113,104545,66,paper,1453345.662,3594175.152
55000,Wisconsin,114,37446,2425,petrochemicals,1451592.993,3594175.152
55000,Wisconsin,116,15494209,133,services,86920501.63,3594175.152
55000,Wisconsin,117,26388,36,textiles,351605.6418,3594175.152
55000,Wisconsin,118,10940,0,utilities,797323.46,3594175.152
55000,Wisconsin,119,243559,128,vehicles_other,610364.6973,3594175.152
56000,Wyoming,101,27326,18,agriculture,1080677.841,365229.648
56000,Wyoming,102,5105,28955,automotive,566138.6104,365229.648
56000,Wyoming,103,65086,12,construction,5359624.691,365229.648
56000,Wyoming,104,9617,12487,electronics,1495060.882,365229.648
56000,Wyoming,105,77743,1094,food,1483030.717,365229.648
56000,Wyoming,106,1210,34,furniture,710651.4812,365229.648
56000,Wyoming,107,25476,29645,manufacturing_other,245234.5955,365229.648
56000,Wyoming,109,741,333,metal_machinery,1140434.235,365229.648
56000,Wyoming,110,1842,634,metal_products,781591.6691,365229.648
56000,Wyoming,111,63968,268,mineral,346305.5571,365229.648
56000,Wyoming,113,2377,66,paper,1453345.662,365229.648
56000,Wyoming,114,3337,2425,petrochemicals,1451592.993,365229.648
56000,Wyoming,116,1718461,133,services,86920501.63,365229.648
56000,Wyoming,117,1949,36,textiles,351605.6418,365229.648
56000,Wyoming,118,2660,0,utilities,797323.46,365229.648
56000,Wyoming,119,30219,128,vehicles_other,610364.6973,365229.648
